2021,match_rt,phaseout_rt,phaseout_start,takeup_rt,leakage,roi,2022,2023,2024,2025,2026,2027,2028,2029,2030,Total
-45.35967664757129,0.03,0.03,0.5,1.0,0.1,0.05,-46.35868134503125,-47.48554796026563,-48.56278924857568,-49.58315042066699,-50.62581553436426,-51.67131934246826,-52.83845027019043,-54.14797408684082,-55.53765658839404,-502.17106144436866
-45.35967664757129,0.03,0.03,0.5,1.0,0.1,0.07,-46.35868134503125,-47.48554796026563,-48.56278924857568,-49.58315042066699,-50.62581553436426,-51.67131934246826,-52.83845027019043,-54.14797408684082,-55.53765658839404,-502.17106144436866
-45.35967664757129,0.03,0.03,0.5,1.0,0.2,0.03,-46.35868134503125,-47.48554796026563,-48.56278924857568,-49.58315042066699,-50.62581553436426,-51.67131934246826,-52.83845027019043,-54.14797408684082,-55.53765658839404,-502.17106144436866
-45.35967664757129,0.03,0.03,0.5,1.0,0.2,0.05,-46.35868134503125,-47.48554796026563,-48.56278924857568,-49.58315042066699,-50.62581553436426,-51.67131934246826,-52.83845027019043,-54.14797408684082,-55.53765658839404,-502.17106144436866
-45.35967664757129,0.03,0.03,0.5,1.0,0.2,0.07,-46.35868134503125,-47.48554796026563,-48.56278924857568,-49.58315042066699,-50.62581553436426,-51.67131934246826,-52.83845027019043,-54.14797408684082,-55.53765658839404,-502.17106144436866
-45.35967664757129,0.03,0.03,0.5,1.0,0.3,0.03,-46.35868134503125,-47.48554796026563,-48.56278924857568,-49.58315042066699,-50.62581553436426,-51.67131934246826,-52.83845027019043,-54.14797408684082,-55.53765658839404,-502.17106144436866
-45.35967664757129,0.03,0.03,0.5,1.0,0.3,0.05,-46.35868134503125,-47.48554796026563,-48.56278924857568,-49.58315042066699,-50.62581553436426,-51.67131934246826,-52.83845027019043,-54.14797408684082,-55.53765658839404,-502.17106144436866
-45.35967664757129,0.03,0.03,0.5,1.0,0.3,0.07,-46.35868134503125,-47.48554796026563,-48.56278924857568,-49.58315042066699,-50.62581553436426,-51.67131934246826,-52.83845027019043,-54.14797408684082,-55.53765658839404,-502.17106144436866
-45.35967664757129,0.03,0.03,0.5,1.0,0.4,0.03,-46.35868134503125,-47.48554796026563,-48.56278924857568,-49.58315042066699,-50.62581553436426,-51.67131934246826,-52.83845027019043,-54.14797408684082,-55.53765658839404,-502.17106144436866
-45.35967664757129,0.03,0.03,0.5,1.0,0.4,0.05,-46.35868134503125,-47.48554796026563,-48.56278924857568,-49.58315042066699,-50.62581553436426,-51.67131934246826,-52.83845027019043,-54.14797408684082,-55.53765658839404,-502.17106144436866
-45.35967664757129,0.03,0.03,0.5,1.0,0.4,0.07,-46.35868134503125,-47.48554796026563,-48.56278924857568,-49.58315042066699,-50.62581553436426,-51.67131934246826,-52.83845027019043,-54.14797408684082,-55.53765658839404,-502.17106144436866
-26.053779382842286,0.03,0.05,0.5,0.7,0.0,0.03,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.0,0.05,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.0,0.07,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.1,0.03,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.1,0.05,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.1,0.07,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.2,0.03,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.2,0.05,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.2,0.07,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.3,0.03,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.3,0.05,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.3,0.07,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.4,0.03,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.4,0.05,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-26.053779382842286,0.03,0.05,0.5,0.7,0.4,0.07,-26.653222814682618,-27.33436068133008,-27.980209192145995,-28.59722561926123,-29.234503660004883,-29.881828448478515,-30.597229707418947,-31.422170524001952,-32.29272214839355,-290.04725217856003
-31.760331433666504,0.03,0.05,0.5,0.85,0.0,0.03,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.0,0.05,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.0,0.07,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.1,0.03,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.1,0.05,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.1,0.07,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.2,0.03,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.2,0.05,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.2,0.07,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.3,0.03,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.3,0.05,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.3,0.07,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.4,0.03,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.4,0.05,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-31.760331433666504,0.03,0.05,0.5,0.85,0.4,0.07,-32.4903513892417,-33.32267614793408,-34.11260905243701,-34.860810122475584,-35.634570354906735,-36.42804977632959,-37.30582650176611,-38.306661058490725,-39.362186423268554,-353.58407226051656
-37.436075912762206,0.03,0.05,0.5,1.0,0.0,0.03,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.0,0.05,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.0,0.07,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.1,0.03,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.1,0.05,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.1,0.07,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.2,0.03,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.2,0.05,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.2,0.07,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.3,0.03,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.3,0.05,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.3,0.07,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.4,0.03,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.4,0.05,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-37.436075912762206,0.03,0.05,0.5,1.0,0.4,0.07,-38.290363650121094,-39.27367708749561,-40.20750861900684,-41.097591643365725,-42.00390734094336,-42.93477563882666,-43.97321047412744,-45.147078241745604,-46.397975380770994,-416.7621639891655
-44.62513593058399,0.03,0.03,0.67,0.7,0.0,0.03,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.0,0.05,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.0,0.07,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.1,0.03,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.1,0.05,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.1,0.07,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.2,0.03,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.2,0.05,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.2,0.07,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.3,0.03,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.3,0.05,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.3,0.07,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.4,0.03,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.4,0.05,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-44.62513593058399,0.03,0.03,0.67,0.7,0.4,0.07,-45.77923977907617,-47.02699567607812,-48.26776910746435,-49.48493600592578,-50.723542781317875,-51.96747942188135,-53.33506625504443,-54.847078359217775,-56.43265197744092,-502.48989529403076
-54.36171633545703,0.03,0.03,0.67,0.85,0.0,0.03,-55.77194377378809,-57.299471802474606,-58.818548737348635,-60.30384602680322,-61.81862426693115,-63.35173743656104,-65.03041356015675,-66.87122308667286,-68.79639595514698,-612.4239209813404
-54.36171633545703,0.03,0.03,0.67,0.85,0.0,0.05,-55.77194377378809,-57.299471802474606,-58.818548737348635,-60.30384602680322,-61.81862426693115,-63.35173743656104,-65.03041356015675,-66.87122308667286,-68.79639595514698,-612.4239209813404
-54.36171633545703,0.03,0.03,0.67,0.85,0.0,0.07,-55.77194377378809,-57.299471802474606,-58.818548737348635,-60.30384602680322,-61.81862426693115,-63.35173743656104,-65.03041356015675,-66.87122308667286,-68.79639595514698,-612.4239209813404
-54.36171633545703,0.03,0.03,0.67,0.85,0.1,0.03,-55.77194377378809,-57.299471802474606,-58.818548737348635,-60.30384602680322,-61.81862426693115,-63.35173743656104,-65.03041356015675,-66.87122308667286,-68.79639595514698,-612.4239209813404
-54.36171633545703,0.03,0.03,0.67,0.85,0.1,0.05,-55.77194377378809,-57.299471802474606,-58.818548737348635,-60.30384602680322,-61.81862426693115,-63.35173743656104,-65.03041356015675,-66.87122308667286,-68.79639595514698,-612.4239209813404
-54.36171633545703,0.03,0.03,0.67,0.85,0.1,0.07,-55.77194377378809,-57.299471802474606,-58.818548737348635,-60.30384602680322,-61.81862426693115,-63.35173743656104,-65.03041356015675,-66.87122308667286,-68.79639595514698,-612.4239209813404
-54.36171633545703,0.03,0.03,0.67,0.85,0.2,0.03,-55.77194377378809,-57.299471802474606,-58.818548737348635,-60.30384602680322,-61.81862426693115,-63.35173743656104,-65.03041356015675,-66.87122308667286,-68.79639595514698,-612.4239209813404
