2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,Total,match_rt,phaseout_rt,phaseout_start,takeup_rt,leakage,roi
13.26739088684404,14.277120703299916,15.071878090911211,16.198985081769777,17.366959720990728,18.6817183935124,19.83914084728589,21.167722575998567,22.460797199251008,23.839896790893686,182.1716102907572,0.03,0.03,0.5,0.7,0.0,0.03
13.158652971345473,14.491245954629017,15.611866259573407,17.064284291066244,18.547151825691277,20.07379771018317,21.803825272844392,23.677067255819953,25.6455842677573,27.561908208509085,197.63538401741934,0.03,0.03,0.5,0.7,0.0,0.05
13.264441815886832,14.683393935836591,16.146522733648055,18.063702635922205,19.937667488295226,22.049159232180052,24.28786302762969,26.688673280347285,29.277791036165112,31.85513935013902,216.25435453605004,0.03,0.03,0.5,0.7,0.0,0.07
12.555376926944211,13.47454199465615,14.304532663235927,15.3074367863299,16.50968516236847,17.584772745610206,18.787305341723396,20.02293573976861,21.295637053516913,22.64206692451419,172.48429133866796,0.03,0.03,0.5,0.7,0.1,0.03
12.564104906827044,13.641119534852308,14.785162271877137,16.294155667376547,17.641708804199094,19.256021238208106,20.825598438933085,22.7451010398335,24.450932315838763,26.082905991249074,188.28681020919464,0.03,0.03,0.5,0.7,0.1,0.05
12.609100601924737,14.011031768957258,15.449574393086277,17.124533511176573,18.952068195802276,20.92351680511402,23.136689006136518,25.350458539793827,27.823244514834922,30.259379012028973,205.63959634885538,0.03,0.03,0.5,0.7,0.1,0.07
11.865979166439349,12.724047388964713,13.600074906589775,14.622774166479275,15.699288163631163,16.8102280007566,17.83815023294131,19.092345799217398,20.193195852398482,21.401668532086564,163.84775220950462,0.03,0.03,0.5,0.7,0.2,0.03
11.856429922216943,12.964516685966398,14.167994788209471,15.35202731747993,16.777275437795673,18.18845472810603,19.78271301605602,21.255753587930986,23.030581112684153,24.796858630430197,178.17260522687582,0.03,0.03,0.5,0.7,0.2,0.05
11.832631199997548,13.220603251384784,14.62905159818116,16.22809346835559,17.939015292894375,19.862982615962558,21.840824201347488,23.98129593245782,26.30747233391566,28.779438499435777,194.62140839393277,0.03,0.03,0.5,0.7,0.2,0.07
11.20977340307218,12.016402177222584,12.854422526550366,13.812740802790751,14.772969062095138,15.751169188882658,16.88663502872206,17.995980985183795,19.02437609001859,20.227034456027617,154.55150372056573,0.03,0.03,0.5,0.7,0.3,0.03
11.24554003075315,12.298663629096538,13.347973637118672,14.51360781698264,15.769587538982153,17.215066706677646,18.72349696556027,20.21638825026013,21.71554736304686,23.444529697056865,168.49040163553494,0.03,0.03,0.5,0.7,0.3,0.05
11.23047249338595,12.5364654862245,13.81305429756099,15.2724948404707,16.938548448816803,18.78339626759513,20.612964652825937,22.701535069758297,24.85949689577741,27.000285095557608,183.74871354797332,0.03,0.03,0.5,0.7,0.3,0.07
10.523994590160452,11.311402448871576,12.15545810904851,12.894882714261229,13.807515641747475,14.899301717577359,15.84172958817748,16.83260413672904,17.937754415035386,18.92621380732954,145.130857168938,0.03,0.03,0.5,0.7,0.4,0.03
10.563294410467087,11.524913109572271,12.460046316444842,13.673127931746901,14.766540431616683,16.171021464731083,17.425964349294894,19.025556725046755,20.514585781735025,21.962227388015595,158.08727790867113,0.03,0.03,0.5,0.7,0.4,0.05
10.55781842451516,11.7357570218954,13.043695659226495,14.466487383963017,16.002953796260527,17.5464973869633,19.35873311394121,21.160047248261563,23.434864904358925,25.477169297055088,172.7840242364407,0.03,0.03,0.5,0.7,0.4,0.07
16.06250150720794,17.26662575246711,18.495218567650152,19.73526620881624,21.20981722811579,22.536403709023638,24.003682630174318,25.635873802392524,27.261235795965643,28.822008005901793,221.02863320771513,0.03,0.03,0.5,0.85,0.0,0.03
15.979681005174985,17.524296802208205,19.025260475777333,20.781853847481894,22.612946803940922,24.577742798543486,26.70776923636103,28.865262751765297,31.147611219663204,33.576695568887246,240.79912050980363,0.03,0.03,0.5,0.85,0.0,0.05
15.953348807188652,17.866080064342754,19.707995890711814,21.927813047814187,24.185261270673365,26.682547405702504,29.384283526961237,32.363700665649496,35.436285303997195,38.8243502140796,262.33166619712085,0.03,0.03,0.5,0.85,0.0,0.07
15.21087657269264,16.302765930136314,17.40424524903976,18.734769537837686,20.088520921002292,21.397450306365958,22.788034993804875,24.376619578262535,25.902613665015128,27.459335527109943,209.66523228126712,0.03,0.03,0.5,0.85,0.1,0.03
15.271594001430238,16.722059058560813,18.146178475003126,19.67667840863269,21.54629983556624,23.360081153392436,25.26772135362077,27.425820448176584,29.47335407646567,31.81545396319448,228.7052407740431,0.03,0.03,0.5,0.85,0.1,0.05
15.281891119147925,17.00772671778956,18.744168858920656,20.848041215190875,22.943509200962062,25.384445156483423,27.988441501825715,30.714604000843476,33.65906838365494,36.8831888101365,249.45508496495512,0.03,0.03,0.5,0.85,0.1,0.07
14.39466959908705,15.473961179394948,16.470990833059165,17.64581666745066,18.9305126016918,20.38569211907703,21.616965652078232,23.09275989921435,24.435967396014355,25.950514274789317,198.3978502218569,0.03,0.03,0.5,0.85,0.2,0.03
14.451244472086689,15.761954993061359,17.122731672681866,18.665345110177228,20.334924166864862,22.021151952570698,23.91828290411111,25.969496981038553,27.965873066521745,30.166569382138814,216.3775747012529,0.03,0.03,0.5,0.85,0.2,0.05
14.465949139628439,16.0646221231385,17.832295738148446,19.688814144326287,21.80127088136468,24.114794461874673,26.512122970183505,29.146101977222486,31.89761044339827,34.90124182752464,236.42482370680992,0.03,0.03,0.5,0.85,0.2,0.07
